work_id,mp_id,constituency_id,state,district,constituency,block,village_or_urban_area,sector,sub_sector,work_type,work_description,recommended_amount,technical_estimate_amount,administrative_approval_amount,sanctioned_amount,released_amount,actual_expenditure,work_start_date,sanction_date,expected_completion_date,actual_completion_date,physical_progress_percent,financial_progress_percent,number_of_payments,first_payment_date,last_payment_date,implementing_agency_id,contractor_id,latitude,longitude,number_of_progress_updates,inspection_count
MPL-WORK-20240059,MP-646,CON-6814,West Bengal,West Bengal_Dist_3,West Bengal_Const_8,Block-7,Village-48,Electricity,Solar Panels,Procurement,"Solar Panels at Village-48, Block-7, West Bengal_Dist_3",15991409,17037499.54,16961895.31,16961895.31,4414364.55,3464005.92,2022-11-27,2022-10-11,2023-06-21,,14.49,20.42,8,2022-12-24,2023-03-15,AGENCY-284,CONT-0957,11.846615,85.226061,1,2
MPL-WORK-20240060,MP-185,CON-5011,Bihar,Bihar_Dist_3,Bihar_Const_8,Block-17,Village-19,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-19, Block-17, Bihar_Dist_3",7950359,8526803.66,8507128.88,8507128.88,8421952.33,8258251.51,2024-03-21,2024-02-05,2025-04-02,2025-03-13,100.0,97.07,6,2024-03-28,2025-03-14,AGENCY-164,CONT-0954,11.783496,82.864677,12,2
MPL-WORK-20240061,MP-240,CON-0063,Uttar Pradesh,Uttar Pradesh_Dist_3,Uttar Pradesh_Const_8,Block-5,Village-98,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-98, Block-5, Uttar Pradesh_Dist_3",21147661,20106935.53,19736656.57,19736656.57,18443288.0,16441150.17,2024-06-14,2024-05-16,2025-05-07,,35.1,83.3,4,2024-06-23,2024-08-15,AGENCY-025,CONT-0245,17.55686,84.290184,6,0
MPL-WORK-20240062,MP-213,CON-3735,Gujarat,Gujarat_Dist_5,Gujarat_Const_9,Block-1,Village-81,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-81, Block-1, Gujarat_Dist_5",8618096,9116063.8,8986847.6,8986847.6,8919779.06,8813765.23,2024-06-10,2024-05-03,2025-01-19,2025-02-25,100.0,98.07,6,2024-06-12,2025-03-30,AGENCY-279,CONT-0520,24.155422,79.137207,10,4
MPL-WORK-20240063,MP-994,CON-2325,Gujarat,Gujarat_Dist_1,Gujarat_Const_7,Block-12,Village-33,Education,Library Setup,Procurement,"Library Setup at Village-33, Block-12, Gujarat_Dist_1",2766922,2771682.14,2756878.09,2756878.09,2825564.18,2725380.95,2023-12-14,2023-11-12,2024-07-03,2024-07-18,100.0,98.86,9,2023-12-24,2024-08-28,AGENCY-090,CONT-0851,24.024567,78.363212,13,2
MPL-WORK-20240064,MP-930,CON-5011,Bihar,Bihar_Dist_1,Bihar_Const_8,Block-2,Village-38,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-38, Block-2, Bihar_Dist_1",7193096,7789177.49,7682558.58,7682558.58,4595865.87,4374254.12,2023-03-19,2023-01-27,2024-03-15,,56.08,56.94,1,2023-04-15,2023-09-11,AGENCY-170,CONT-0280,12.24055,76.624345,8,4
MPL-WORK-20240065,MP-495,CON-4059,Madhya Pradesh,Madhya Pradesh_Dist_2,Madhya Pradesh_Const_8,Block-16,Village-48,Electricity,Solar Panels,Procurement,"Solar Panels at Village-48, Block-16, Madhya Pradesh_Dist_2",3271982,3465232.45,3401397.81,3401397.81,1917208.22,1693371.82,2023-12-01,2023-09-20,2025-04-02,,58.18,49.78,7,2023-12-06,2024-05-13,AGENCY-228,CONT-0360,18.048334,83.082659,7,5
MPL-WORK-20240066,MP-545,CON-0626,Tamil Nadu,Tamil Nadu_Dist_1,Tamil Nadu_Const_2,Block-13,Village-47,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-47, Block-13, Tamil Nadu_Dist_1",23297237,22691462.45,22251765.73,22251765.73,5689844.91,374015.26,2024-03-22,2024-01-21,2025-04-02,,0.52,1.68,10,2024-03-23,2024-08-22,AGENCY-079,CONT-0696,18.098606,76.677361,3,0
MPL-WORK-20240067,MP-687,CON-9776,Bihar,Bihar_Dist_5,Bihar_Const_6,Block-13,Village-41,Infrastructure,Village Road,Construction,"Village Road at Village-41, Block-13, Bihar_Dist_5",4306703,4108108.01,4041231.96,4041231.96,1030485.44,118974.87,2024-08-13,2024-07-02,2025-12-19,,13.7,2.94,5,2024-09-04,2025-04-22,AGENCY-252,CONT-0205,12.207474,85.350873,4,1
MPL-WORK-20240068,MP-830,CON-8265,Gujarat,Gujarat_Dist_1,Gujarat_Const_6,Block-12,Village-91,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-91, Block-12, Gujarat_Dist_1",18692252,18571768.14,18311747.3,18311747.3,15400552.25,13290782.97,2024-12-20,2024-11-07,2025-08-19,,69.83,72.58,4,2025-01-14,2025-02-10,AGENCY-122,CONT-0810,18.892395,76.496137,8,4
MPL-WORK-20240069,MP-922,CON-6494,Rajasthan,Rajasthan_Dist_2,Rajasthan_Const_2,Block-3,Village-40,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-40, Block-3, Rajasthan_Dist_2",24621263,25158000.78,24861536.45,24861536.45,7321124.47,458389.01,2022-08-12,2022-06-01,2023-10-04,,12.35,1.84,9,2022-08-23,2022-09-01,AGENCY-283,CONT-0656,20.580148,83.820069,2,3
MPL-WORK-20240070,MP-614,CON-0760,Uttar Pradesh,Uttar Pradesh_Dist_1,Uttar Pradesh_Const_9,Block-5,Village-39,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-39, Block-5, Uttar Pradesh_Dist_1",11326698,12348487.08,12157201.67,12157201.67,11055893.12,9958754.26,2022-11-06,2022-09-14,2024-03-14,,79.22,81.92,9,2022-11-08,2023-03-21,AGENCY-087,CONT-0607,26.948926,72.775497,9,5
MPL-WORK-20240071,MP-142,CON-2692,Uttar Pradesh,Uttar Pradesh_Dist_1,Uttar Pradesh_Const_1,Block-19,Village-34,Health,Hospital Ward,Procurement,"Hospital Ward at Village-34, Block-19, Uttar Pradesh_Dist_1",14478332,15096792.25,14804000.8,14804000.8,10287593.71,8857391.86,2024-06-03,2024-04-11,2025-07-20,,64.93,59.83,2,2024-06-25,2024-06-25,AGENCY-081,CONT-0451,17.481191,78.359959,8,5
MPL-WORK-20240072,MP-247,CON-0837,Madhya Pradesh,Madhya Pradesh_Dist_3,Madhya Pradesh_Const_6,Block-13,Village-17,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-17, Block-13, Madhya Pradesh_Dist_3",19345887,18686726.01,18403337.27,18403337.27,17949060.25,17729288.98,2022-08-08,2022-07-18,2023-07-02,2023-07-21,100.0,96.34,10,2022-08-21,2023-08-05,AGENCY-082,CONT-0834,15.893845,80.398367,12,2
MPL-WORK-20240073,MP-881,CON-6273,Bihar,Bihar_Dist_4,Bihar_Const_9,Block-15,Village-64,Infrastructure,Community Hall,Construction,"Community Hall at Village-64, Block-15, Bihar_Dist_4",1277667,1231041.56,1216102.68,1216102.68,207441.6,65409.43,2022-06-04,2022-04-14,2023-08-11,,14.5,5.38,10,2022-07-02,2023-01-14,AGENCY-241,CONT-0293,19.660433,85.249103,4,1
MPL-WORK-20240074,MP-370,CON-0837,Madhya Pradesh,Madhya Pradesh_Dist_4,Madhya Pradesh_Const_6,Block-2,Village-52,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-52, Block-2, Madhya Pradesh_Dist_4",19351445,18948901.96,18779583.26,18779583.26,18613276.13,18203377.59,2023-08-26,2023-07-27,2024-04-27,2024-04-09,100.0,96.93,7,2023-09-06,2024-04-30,AGENCY-286,CONT-0962,16.580915,72.596812,13,5
MPL-WORK-20240075,MP-141,CON-6961,Uttar Pradesh,Uttar Pradesh_Dist_1,Uttar Pradesh_Const_3,Block-11,Village-61,Electricity,Solar Panels,Procurement,"Solar Panels at Village-61, Block-11, Uttar Pradesh_Dist_1",5497619,5722686.46,5667234.28,5667234.28,5287279.14,4706915.95,2023-12-04,2023-09-05,2024-11-20,,85.2,83.05,9,2023-12-30,2024-03-13,AGENCY-273,CONT-0502,22.757317,75.39623,8,3
MPL-WORK-20240076,MP-439,CON-1002,Maharashtra,Maharashtra_Dist_4,Maharashtra_Const_5,Block-1,Village-77,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-77, Block-1, Maharashtra_Dist_4",22497982,24015146.89,23907636.85,23907636.85,17201121.42,15278952.11,2024-03-22,2024-02-18,2025-01-20,,70.5,63.91,1,2024-04-09,2024-10-14,AGENCY-057,CONT-0196,10.340873,75.646465,8,4
MPL-WORK-20240077,MP-807,CON-9547,West Bengal,West Bengal_Dist_4,West Bengal_Const_9,Block-20,Village-61,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-61, Block-20, West Bengal_Dist_4",5133279,5275996.9,5229661.7,5229661.7,704103.27,410204.99,2025-02-23,2024-12-27,2026-05-28,,7.88,7.84,6,2025-03-16,2025-09-10,AGENCY-136,CONT-0625,18.715242,87.232073,2,2
MPL-WORK-20240078,MP-330,CON-3818,Tamil Nadu,Tamil Nadu_Dist_3,Tamil Nadu_Const_4,Block-16,Village-41,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-41, Block-16, Tamil Nadu_Dist_3",19306842,21045520.74,20959404.73,20959404.73,10135116.17,8595257.76,2024-05-17,2024-03-19,2025-01-26,,40.15,41.01,5,2024-05-18,2024-07-30,AGENCY-041,CONT-0355,26.632173,81.807497,7,1
MPL-WORK-20240079,MP-306,CON-1913,Rajasthan,Rajasthan_Dist_3,Rajasthan_Const_9,Block-9,Village-18,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-18, Block-9, Rajasthan_Dist_3",20190764,19905918.96,19528011.23,19528011.23,21672152.0,18952942.76,2022-08-26,2022-07-25,2023-02-24,,64.66,97.06,9,2022-09-24,2022-11-02,AGENCY-209,CONT-0669,26.830578,85.811193,9,2
MPL-WORK-20240080,MP-874,CON-8223,Tamil Nadu,Tamil Nadu_Dist_3,Tamil Nadu_Const_5,Block-2,Village-99,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-99, Block-2, Tamil Nadu_Dist_3",19764718,19464947.11,19363218.05,19363218.05,19447966.0,19279210.47,2023-01-15,2022-12-27,2024-02-02,2024-04-12,100.0,99.57,8,2023-01-20,2024-04-30,AGENCY-020,CONT-0010,15.37106,80.850093,12,3
MPL-WORK-20240081,MP-565,CON-9388,Rajasthan,Rajasthan_Dist_5,Rajasthan_Const_8,Block-5,Village-65,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-65, Block-5, Rajasthan_Dist_5",6969676,7466767.8,7366815.27,7366815.27,757432.66,1323445.0,2024-01-13,2023-11-22,2025-04-27,,9.72,17.96,4,2024-01-18,2024-06-25,AGENCY-208,CONT-0847,17.698659,75.90268,3,0
MPL-WORK-20240082,MP-289,CON-9776,Bihar,Bihar_Dist_4,Bihar_Const_6,Block-8,Village-1,Infrastructure,Community Hall,Construction,"Community Hall at Village-1, Block-8, Bihar_Dist_4",8402781,8545715.06,8420433.91,8420433.91,2986346.4,2641062.65,2023-05-21,2023-04-29,2024-01-16,,41.14,31.36,8,2023-05-30,2023-08-07,AGENCY-208,CONT-0703,19.045368,86.112131,6,0
MPL-WORK-20240083,MP-754,CON-3818,Tamil Nadu,Tamil Nadu_Dist_3,Tamil Nadu_Const_4,Block-8,Village-18,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-18, Block-8, Tamil Nadu_Dist_3",15766550,16746602.3,16614551.64,16614551.64,4178063.04,3791427.76,2023-05-09,2023-03-24,2024-09-05,,10.53,22.82,2,2023-05-25,2023-09-14,AGENCY-271,CONT-0721,16.512128,86.510405,1,0
MPL-WORK-20240084,MP-948,CON-2925,Rajasthan,Rajasthan_Dist_5,Rajasthan_Const_4,Block-19,Village-69,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-69, Block-19, Rajasthan_Dist_5",11509800,12409554.46,12271024.26,12271024.26,10445833.62,9591283.46,2022-07-06,2022-04-24,2023-03-10,,70.18,78.16,9,2022-07-19,2022-10-17,AGENCY-289,CONT-0060,20.05835,82.109819,9,1
MPL-WORK-20240085,MP-505,CON-3818,Tamil Nadu,Tamil Nadu_Dist_1,Tamil Nadu_Const_4,Block-19,Village-10,Education,Library Setup,Procurement,"Library Setup at Village-10, Block-19, Tamil Nadu_Dist_1",12060470,12724492.12,12607722.89,12607722.89,12609851.2,12566484.8,2024-09-12,2024-08-24,2025-08-04,2025-08-26,100.0,99.67,3,2024-10-06,2025-09-03,AGENCY-216,CONT-0384,27.871419,76.884633,13,4
MPL-WORK-20240086,MP-182,CON-7515,Rajasthan,Rajasthan_Dist_2,Rajasthan_Const_6,Block-4,Village-23,Electricity,Solar Panels,Procurement,"Solar Panels at Village-23, Block-4, Rajasthan_Dist_2",18245011,17681277.8,17673754.2,17673754.2,18312431.79,17458292.94,2024-10-29,2024-08-06,2025-11-30,2026-01-07,100.0,98.78,7,2024-11-24,2026-01-21,AGENCY-127,CONT-0472,16.230875,74.961695,10,1
MPL-WORK-20240087,MP-928,CON-2896,Karnataka,Karnataka_Dist_5,Karnataka_Const_1,Block-8,Village-27,Education,Construction of School Building,Construction,"Construction of School Building at Village-27, Block-8, Karnataka_Dist_5",20429458,19510876.87,19353925.48,19353925.48,18664248.69,18623057.53,2024-07-31,2024-06-17,2025-10-30,2025-10-27,100.0,96.22,1,2024-08-04,2025-11-28,AGENCY-149,CONT-0240,24.684153,83.167315,12,5
MPL-WORK-20240088,MP-712,CON-5636,Madhya Pradesh,Madhya Pradesh_Dist_2,Madhya Pradesh_Const_5,Block-5,Village-85,Electricity,Street Lights,Procurement,"Street Lights at Village-85, Block-5, Madhya Pradesh_Dist_2",14376777,14305973.43,14037295.13,14037295.13,10685908.19,8946239.86,2024-05-12,2024-02-20,2025-04-20,,63.82,63.73,7,2024-05-25,2024-05-28,AGENCY-154,CONT-0386,13.309822,79.682709,7,2
MPL-WORK-20240089,MP-407,CON-1159,Bihar,Bihar_Dist_4,Bihar_Const_1,Block-18,Village-53,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-53, Block-18, Bihar_Dist_4",18283574,17737149.51,17468558.88,17468558.88,14376241.95,13383014.83,2025-02-09,2025-01-01,2025-09-03,,43.12,76.61,5,2025-02-21,2025-08-21,AGENCY-021,CONT-0895,11.310118,84.483711,5,3
MPL-WORK-20240090,MP-313,CON-4450,Madhya Pradesh,Madhya Pradesh_Dist_3,Madhya Pradesh_Const_1,Block-7,Village-25,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-25, Block-7, Madhya Pradesh_Dist_3",16569917,18014253.61,17904592.3,17904592.3,8361192.52,7913211.08,2024-11-03,2024-08-12,2025-11-01,,47.76,44.2,5,2024-11-11,2025-01-11,AGENCY-263,CONT-0904,18.950991,71.774948,7,2
MPL-WORK-20240091,MP-308,CON-0438,Madhya Pradesh,Madhya Pradesh_Dist_3,Madhya Pradesh_Const_7,Block-2,Village-73,Health,Hospital Ward,Procurement,"Hospital Ward at Village-73, Block-2, Madhya Pradesh_Dist_3",5396353,5139664.6,5093748.02,5093748.02,743706.19,249837.88,2023-08-05,2023-05-19,2024-11-08,,4.43,4.9,6,2023-08-13,2024-01-29,AGENCY-251,CONT-0990,23.024043,83.312694,3,1
MPL-WORK-20240092,MP-850,CON-7240,Madhya Pradesh,Madhya Pradesh_Dist_2,Madhya Pradesh_Const_3,Block-18,Village-63,Health,Hospital Ward,Procurement,"Hospital Ward at Village-63, Block-18, Madhya Pradesh_Dist_2",22035551,24097759.81,23868322.35,23868322.35,24598182.64,23802908.96,2022-03-22,2022-01-14,2022-11-27,2023-02-12,100.0,99.73,4,2022-03-24,2023-03-29,AGENCY-078,CONT-0010,13.936954,78.208174,10,5
MPL-WORK-20240093,MP-753,CON-1184,Andhra Pradesh,Andhra Pradesh_Dist_4,Andhra Pradesh_Const_8,Block-1,Village-1,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-1, Block-1, Andhra Pradesh_Dist_4",14302230,13612542.79,13484426.34,13484426.34,8842788.23,7759746.34,2024-07-07,2024-05-31,2025-02-26,,57.5,57.55,2,2024-07-23,2024-09-06,AGENCY-124,CONT-0197,21.156055,74.543528,7,3
MPL-WORK-20240094,MP-914,CON-4788,Karnataka,Karnataka_Dist_1,Karnataka_Const_6,Block-13,Village-59,Electricity,Street Lights,Procurement,"Street Lights at Village-59, Block-13, Karnataka_Dist_1",23895368,23510140.93,23361576.41,23361576.41,23942224.12,22957112.43,2022-04-01,2022-03-06,2023-04-23,2023-05-11,100.0,98.27,7,2022-04-18,2023-06-10,AGENCY-029,CONT-0653,10.170103,73.084904,13,4
MPL-WORK-20240095,MP-760,CON-7013,Madhya Pradesh,Madhya Pradesh_Dist_5,Madhya Pradesh_Const_2,Block-17,Village-6,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-6, Block-17, Madhya Pradesh_Dist_5",23729320,25702013.03,25432399.06,25432399.06,26202991.38,25335958.47,2023-10-21,2023-07-29,2025-01-31,2025-03-26,100.0,99.62,1,2023-10-26,2025-04-15,AGENCY-009,CONT-0985,13.728846,72.595448,13,1
MPL-WORK-20240096,MP-406,CON-2728,Bihar,Bihar_Dist_5,Bihar_Const_4,Block-19,Village-50,Electricity,Solar Panels,Procurement,"Solar Panels at Village-50, Block-19, Bihar_Dist_5",13379741,14227232.39,13982509.93,13982509.93,14297673.41,13633501.49,2022-05-17,2022-04-20,2023-06-24,2023-06-23,100.0,97.5,2,2022-05-27,2023-07-31,AGENCY-204,CONT-0993,23.923988,70.533262,12,4
MPL-WORK-20240097,MP-602,CON-9547,West Bengal,West Bengal_Dist_3,West Bengal_Const_9,Block-13,Village-56,Health,Hospital Ward,Procurement,"Hospital Ward at Village-56, Block-13, West Bengal_Dist_3",20158706,21148514.31,20761790.09,20761790.09,14447454.54,14015168.0,2023-01-15,2022-11-12,2023-12-23,,75.86,67.5,6,2023-01-18,2023-02-03,AGENCY-003,CONT-0966,15.548814,76.478515,9,1
MPL-WORK-20240098,MP-235,CON-5074,Maharashtra,Maharashtra_Dist_2,Maharashtra_Const_7,Block-15,Village-72,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-72, Block-15, Maharashtra_Dist_2",14191690,13701990.68,13452510.0,13452510.0,13698390.86,13181391.18,2024-03-15,2024-02-28,2025-02-07,2025-03-01,100.0,97.98,7,2024-04-08,2025-03-06,AGENCY-287,CONT-0927,27.869144,74.369365,11,4
MPL-WORK-20240099,MP-273,CON-2338,Bihar,Bihar_Dist_3,Bihar_Const_5,Block-9,Village-64,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-64, Block-9, Bihar_Dist_3",6110549,6203438.15,6131615.03,6131615.03,1771083.03,553569.73,2024-11-21,2024-10-12,2026-01-09,,11.74,9.03,2,2024-11-25,2025-02-26,AGENCY-004,CONT-0972,17.122456,85.149041,4,2
MPL-WORK-20240100,MP-550,CON-7240,Madhya Pradesh,Madhya Pradesh_Dist_4,Madhya Pradesh_Const_3,Block-10,Village-42,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-42, Block-10, Madhya Pradesh_Dist_4",7239457,7397649.71,7275978.69,7275978.69,1738897.45,530142.63,2024-12-29,2024-10-02,2025-10-29,,14.53,7.29,6,2025-01-10,2025-02-10,AGENCY-202,CONT-0374,12.049981,80.149309,2,0
MPL-WORK-20240101,MP-844,CON-3049,Gujarat,Gujarat_Dist_2,Gujarat_Const_8,Block-10,Village-89,Education,Library Setup,Procurement,"Library Setup at Village-89, Block-10, Gujarat_Dist_2",23081382,23656004.14,23482528.05,23482528.05,9129053.88,8488998.95,2024-09-22,2024-07-08,2026-01-13,,37.69,36.15,7,2024-10-09,2025-01-13,AGENCY-215,CONT-0557,10.661773,87.431705,3,0
MPL-WORK-20240102,MP-887,CON-7364,West Bengal,West Bengal_Dist_3,West Bengal_Const_3,Block-20,Village-6,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-6, Block-20, West Bengal_Dist_3",23232184,24324364.77,24308218.81,24308218.81,19893281.08,18914499.71,2025-01-31,2024-11-11,2026-05-11,,87.6,77.81,10,2025-02-22,2025-06-06,AGENCY-114,CONT-0457,16.734152,78.335138,9,3
MPL-WORK-20240103,MP-125,CON-5596,Gujarat,Gujarat_Dist_1,Gujarat_Const_5,Block-14,Village-11,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-11, Block-14, Gujarat_Dist_1",5253830,5265647.43,5196463.84,5196463.84,2880077.94,2516673.35,2024-09-08,2024-07-15,2025-04-10,,56.48,48.43,5,2024-09-09,2025-04-08,AGENCY-059,CONT-0024,25.28524,81.663459,6,2
MPL-WORK-20240104,MP-628,CON-9236,Bihar,Bihar_Dist_5,Bihar_Const_3,Block-11,Village-72,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-72, Block-11, Bihar_Dist_5",8279781,8856578.43,8790997.3,8790997.3,5470092.99,4871739.22,2023-04-22,2023-02-09,2024-08-17,,64.83,55.42,7,2023-05-04,2023-04-11,AGENCY-110,CONT-0211,15.010207,82.667675,6,5
MPL-WORK-20240105,MP-204,CON-7515,Rajasthan,Rajasthan_Dist_2,Rajasthan_Const_6,Block-11,Village-26,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-26, Block-11, Rajasthan_Dist_2",9303119,9773905.33,9674110.62,9674110.62,6573427.3,6145774.06,2024-09-01,2024-07-26,2025-07-30,,61.79,63.53,10,2024-09-19,2024-10-15,AGENCY-069,CONT-0321,12.12151,75.49684,7,3
MPL-WORK-20240106,MP-810,CON-6861,Bihar,Bihar_Dist_5,Bihar_Const_7,Block-14,Village-77,Health,Hospital Ward,Procurement,"Hospital Ward at Village-77, Block-14, Bihar_Dist_5",13375169,13555142.83,13415977.66,13415977.66,7365292.67,6929327.11,2024-08-02,2024-07-12,2025-07-31,,58.84,51.65,1,2024-08-17,2024-10-14,AGENCY-100,CONT-0835,16.910995,80.108477,8,4
MPL-WORK-20240107,MP-801,CON-3049,Gujarat,Gujarat_Dist_4,Gujarat_Const_8,Block-16,Village-22,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-22, Block-16, Gujarat_Dist_4",1535513,1642050.17,1616451.57,1616451.57,1599718.82,1557843.32,2023-02-22,2022-12-11,2024-06-05,2024-08-09,100.0,96.37,8,2023-03-11,2024-09-10,AGENCY-058,CONT-0587,12.05572,83.952035,12,5
MPL-WORK-20240108,MP-942,CON-0760,Uttar Pradesh,Uttar Pradesh_Dist_4,Uttar Pradesh_Const_9,Block-7,Village-55,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-55, Block-7, Uttar Pradesh_Dist_4",22433582,23840208.51,23505353.21,23505353.21,23257041.23,22858641.42,2022-09-07,2022-06-28,2023-05-05,2023-07-13,100.0,97.25,4,2022-09-13,2023-08-19,AGENCY-180,CONT-0882,22.793571,81.389871,11,5
MPL-WORK-20240109,MP-242,CON-4073,West Bengal,West Bengal_Dist_2,West Bengal_Const_1,Block-19,Village-45,Electricity,Solar Panels,Procurement,"Solar Panels at Village-45, Block-19, West Bengal_Dist_2",20527220,21159772.07,20873545.36,20873545.36,11847570.98,9896912.65,2022-08-16,2022-07-15,2023-09-10,,40.25,47.41,1,2022-08-24,2023-04-22,AGENCY-065,CONT-0719,25.589418,74.49419,6,1
MPL-WORK-20240110,MP-879,CON-9732,Karnataka,Karnataka_Dist_4,Karnataka_Const_3,Block-19,Village-81,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-81, Block-19, Karnataka_Dist_4",14399087,14489453.5,14221548.22,14221548.22,14314177.4,13796928.89,2024-04-08,2024-01-26,2025-06-11,2025-06-22,100.0,97.01,10,2024-04-08,2025-06-27,AGENCY-235,CONT-0651,21.954589,76.448009,10,5
MPL-WORK-20240111,MP-507,CON-0528,West Bengal,West Bengal_Dist_4,West Bengal_Const_4,Block-16,Village-35,Infrastructure,Community Hall,Construction,"Community Hall at Village-35, Block-16, West Bengal_Dist_4",11833182,12212986.68,12000625.86,12000625.86,3029567.65,2682603.88,2022-05-02,2022-04-05,2023-09-14,,11.82,22.35,8,2022-05-02,2022-07-05,AGENCY-081,CONT-0452,18.217326,87.853088,4,1
MPL-WORK-20240112,MP-805,CON-9236,Bihar,Bihar_Dist_3,Bihar_Const_3,Block-9,Village-12,Infrastructure,Community Hall,Construction,"Community Hall at Village-12, Block-9, Bihar_Dist_3",3265574,3284437.8,3278118.56,3278118.56,1061981.25,922622.42,2024-06-24,2024-05-29,2025-02-07,,23.63,28.14,1,2024-06-30,2024-11-27,AGENCY-040,CONT-0136,20.686231,79.349997,5,0
MPL-WORK-20240113,MP-108,CON-0438,Madhya Pradesh,Madhya Pradesh_Dist_1,Madhya Pradesh_Const_7,Block-5,Village-62,Education,Construction of School Building,Construction,"Construction of School Building at Village-62, Block-5, Madhya Pradesh_Dist_1",13353693,12864943.32,12815016.24,12815016.24,12920159.59,12375045.64,2022-12-10,2022-10-08,2023-08-15,2023-10-06,100.0,96.57,3,2022-12-12,2023-11-08,AGENCY-289,CONT-0009,20.985746,72.954098,12,2
MPL-WORK-20240114,MP-743,CON-5011,Bihar,Bihar_Dist_4,Bihar_Const_8,Block-7,Village-12,Education,Construction of School Building,Construction,"Construction of School Building at Village-12, Block-7, Bihar_Dist_4",4632470,4810524.02,4751261.44,4751261.44,738315.29,166092.45,2022-08-07,2022-06-22,2023-11-13,,4.72,3.5,10,2022-08-26,2023-02-21,AGENCY-146,CONT-0798,26.943026,70.482839,2,1
